02:11:54.9852 [INFO] uart5: [output] CANTRIP> [ssynthetic_random_alloc 42 1000 64 latency best_fit
02:11:54.9853 [INFO] uart5: [virt: 4.54s (+13.6ms)] CANTRIP> [ssynthetic_random_alloc 42 1000 64 latency best_fit
02:11:54.9868 [INFO] uart5: [output] Begin synthetic workload!
02:11:54.9869 [INFO] uart5: [virt:  4.54s (+0.2ms)] Begin synthetic workload!
02:11:54.9892 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 16384, 'bytes in-use': 16384, 'obj-in-use': 1, 'instruction count': 17411, 'allocation': true}
02:11:55.0679 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 37920, 'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1523, 'allocation': false}
02:11:55.0680 [INFO] uart5: [virt:  4.56s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 37920, 'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1523, 'allocation': false}
02:11:55.0719 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 37936, 'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 5522, 'allocation': true}
02:11:55.0721 [INFO] uart5: [virt:  4.56s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 37936, 'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 5522, 'allocation': true}
02:11:55.0771 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 37936, 'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1520, 'allocation': false}
02:11:55.0773 [INFO] uart5: [virt:  4.56s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 37936, 'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1520, 'allocation': false}
02:11:55.0860 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 37952, 'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 5396, 'allocation': true}
02:11:55.0861 [INFO] uart5: [virt:  4.56s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 37952, 'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 5396, 'allocation': true}
02:11:55.0932 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 37968, 'bytes in-use': 32, 'obj-in-use': 2, 'instruction count': 5453, 'allocation': true}
02:11:55.0933 [INFO] uart5: [virt:  4.57s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 37968, 'bytes in-use': 32, 'obj-in-use': 2, 'instruction count': 5453, 'allocation': true}
02:11:55.0979 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 37968, 'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1684, 'allocation': false}
02:11:55.0980 [INFO] uart5: [virt:  4.57s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 37968, 'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1684, 'allocation': false}
02:11:55.1048 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 42064, 'bytes in-use': 4112, 'obj-in-use': 2, 'instruction count': 7776, 'allocation': true}
02:11:55.1049 [INFO] uart5: [virt:  4.57s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 42064, 'bytes in-use': 4112, 'obj-in-use': 2, 'instruction count': 7776, 'allocation': true}
02:11:55.1097 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 42064, 'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 1500, 'allocation': false}
02:11:55.1098 [INFO] uart5: [virt:  4.57s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 42064, 'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 1500, 'allocation': false}
02:11:55.1168 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 42576, 'bytes in-use': 4608, 'obj-in-use': 2, 'instruction count': 5495, 'allocation': true}
02:11:55.1169 [INFO] uart5: [virt:  4.57s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 42576, 'bytes in-use': 4608, 'obj-in-use': 2, 'instruction count': 5495, 'allocation': true}
02:11:55.1211 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 42576, 'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 2763, 'allocation': false}
02:11:55.1212 [INFO] uart5: [virt:  4.57s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 42576, 'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 2763, 'allocation': false}
02:11:55.1292 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 42576, 'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1482, 'allocation': false}
02:11:55.1293 [INFO] uart5: [virt:  4.57s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 42576, 'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1482, 'allocation': false}
02:11:55.1383 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 67152, 'bytes in-use': 24576, 'obj-in-use': 6, 'instruction count': 31887, 'allocation': true}
02:11:55.1384 [INFO] uart5: [virt:  4.57s (+0.8ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 67152, 'bytes in-use': 24576, 'obj-in-use': 6, 'instruction count': 31887, 'allocation': true}
02:11:55.1470 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 68176, 'bytes in-use': 25600, 'obj-in-use': 7, 'instruction count': 5788, 'allocation': true}
02:11:55.1471 [INFO] uart5: [virt:  4.57s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 68176, 'bytes in-use': 25600, 'obj-in-use': 7, 'instruction count': 5788, 'allocation': true}
02:11:55.1529 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 68192, 'bytes in-use': 25616, 'obj-in-use': 8, 'instruction count': 5704, 'allocation': true}
02:11:55.1530 [INFO] uart5: [virt:  4.57s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 68192, 'bytes in-use': 25616, 'obj-in-use': 8, 'instruction count': 5704, 'allocation': true}
02:11:55.1607 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 68192, 'bytes in-use': 1040, 'obj-in-use': 2, 'instruction count': 9236, 'allocation': false}
02:11:55.1608 [INFO] uart5: [virt:  4.57s (+0.7ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 68192, 'bytes in-use': 1040, 'obj-in-use': 2, 'instruction count': 9236, 'allocation': false}
02:11:55.1684 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 69216, 'bytes in-use': 2064, 'obj-in-use': 3, 'instruction count': 6165, 'allocation': true}
02:11:55.1685 [INFO] uart5: [virt:  4.57s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 69216, 'bytes in-use': 2064, 'obj-in-use': 3, 'instruction count': 6165, 'allocation': true}
02:11:55.1736 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 69216, 'bytes in-use': 2048, 'obj-in-use': 2, 'instruction count': 1520, 'allocation': false}
02:11:55.1737 [INFO] uart5: [virt:  4.57s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 69216, 'bytes in-use': 2048, 'obj-in-use': 2, 'instruction count': 1520, 'allocation': false}
02:11:55.1822 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 69216, 'bytes in-use': 1024, 'obj-in-use': 1, 'instruction count': 1521, 'allocation': false}
02:11:55.1823 [INFO] uart5: [virt:  4.57s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 69216, 'bytes in-use': 1024, 'obj-in-use': 1, 'instruction count': 1521, 'allocation': false}
02:11:55.1877 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 69216, 'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1471, 'allocation': false}
02:11:55.1878 [INFO] uart5: [virt:  4.57s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 69216, 'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1471, 'allocation': false}
02:11:55.1961 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 69344, 'bytes in-use': 128, 'obj-in-use': 1, 'instruction count': 5512, 'allocation': true}
02:11:55.1962 [INFO] uart5: [virt:  4.57s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 69344, 'bytes in-use': 128, 'obj-in-use': 1, 'instruction count': 5512, 'allocation': true}
02:11:55.2049 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 69344, 'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 3572, 'allocation': false}
02:11:55.2050 [INFO] uart5: [virt:  4.57s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 69344, 'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 3572, 'allocation': false}
02:11:55.2102 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 69360, 'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 4779, 'allocation': true}
02:11:55.2103 [INFO] uart5: [virt:  4.57s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 69360, 'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 4779, 'allocation': true}
02:11:55.2195 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 69360, 'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1495, 'allocation': false}
02:11:55.2196 [INFO] uart5: [virt:  4.58s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 69360, 'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1495, 'allocation': false}
02:11:55.2252 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 69376, 'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 5396, 'allocation': true}
02:11:55.2252 [INFO] uart5: [virt:  4.58s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 69376, 'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 5396, 'allocation': true}
02:11:55.2339 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 69376, 'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1500, 'allocation': false}
02:11:55.2340 [INFO] uart5: [virt:  4.58s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 69376, 'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1500, 'allocation': false}
02:11:55.2432 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 69392, 'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 5522, 'allocation': true}
02:11:55.2433 [INFO] uart5: [virt:  4.58s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 69392, 'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 5522, 'allocation': true}
02:11:55.2494 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 69392, 'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1520, 'allocation': false}
02:11:55.2496 [INFO] uart5: [virt:  4.58s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 69392, 'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1520, 'allocation': false}
02:11:55.2585 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 70416, 'bytes in-use': 1024, 'obj-in-use': 1, 'instruction count': 6196, 'allocation': true}
02:11:55.2586 [INFO] uart5: [virt:  4.58s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 70416, 'bytes in-use': 1024, 'obj-in-use': 1, 'instruction count': 6196, 'allocation': true}
02:11:55.2661 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 70416, 'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1521, 'allocation': false}
02:11:55.2661 [INFO] uart5: [virt:  4.58s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 70416, 'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1521, 'allocation': false}
02:11:55.2702 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 103184, 'bytes in-use': 32768, 'obj-in-use': 8, 'instruction count': 24230, 'allocation': true}
02:11:55.2703 [INFO] uart5: [virt:  4.58s (+0.7ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 103184, 'bytes in-use': 32768, 'obj-in-use': 8, 'instruction count': 24230, 'allocation': true}
02:11:55.2781 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 103696, 'bytes in-use': 33280, 'obj-in-use': 9, 'instruction count': 5495, 'allocation': true}
02:11:55.2781 [INFO] uart5: [virt:  4.58s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 103696, 'bytes in-use': 33280, 'obj-in-use': 9, 'instruction count': 5495, 'allocation': true}
02:11:55.2822 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 103728, 'bytes in-use': 33312, 'obj-in-use': 10, 'instruction count': 5339, 'allocation': true}
02:11:55.2823 [INFO] uart5: [virt:  4.58s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 103728, 'bytes in-use': 33312, 'obj-in-use': 10, 'instruction count': 5339, 'allocation': true}
02:11:55.2898 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 103744, 'bytes in-use': 33328, 'obj-in-use': 11, 'instruction count': 5395, 'allocation': true}
02:11:55.2900 [INFO] uart5: [virt:  4.58s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 103744, 'bytes in-use': 33328, 'obj-in-use': 11, 'instruction count': 5395, 'allocation': true}
02:11:55.2945 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 107840, 'bytes in-use': 37424, 'obj-in-use': 12, 'instruction count': 7746, 'allocation': true}
02:11:55.2947 [INFO] uart5: [virt:  4.58s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 107840, 'bytes in-use': 37424, 'obj-in-use': 12, 'instruction count': 7746, 'allocation': true}
02:11:55.3029 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 107872, 'bytes in-use': 37456, 'obj-in-use': 13, 'instruction count': 5366, 'allocation': true}
02:11:55.3030 [INFO] uart5: [virt:  4.58s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 107872, 'bytes in-use': 37456, 'obj-in-use': 13, 'instruction count': 5366, 'allocation': true}
02:11:55.3091 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 108384, 'bytes in-use': 37968, 'obj-in-use': 14, 'instruction count': 5217, 'allocation': true}
02:11:55.3092 [INFO] uart5: [virt:  4.58s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 108384, 'bytes in-use': 37968, 'obj-in-use': 14, 'instruction count': 5217, 'allocation': true}
02:11:55.3186 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 108384, 'bytes in-use': 37952, 'obj-in-use': 13, 'instruction count': 1768, 'allocation': false}
02:11:55.3187 [INFO] uart5: [virt:  4.58s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 108384, 'bytes in-use': 37952, 'obj-in-use': 13, 'instruction count': 1768, 'allocation': false}
02:11:55.3368 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 108400, 'bytes in-use': 37968, 'obj-in-use': 14, 'instruction count': 6024, 'allocation': true}
02:11:55.3369 [INFO] uart5: [virt: 4.59s (+10.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 108400, 'bytes in-use': 37968, 'obj-in-use': 14, 'instruction count': 6024, 'allocation': true}
02:11:55.3431 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 112496, 'bytes in-use': 42064, 'obj-in-use': 15, 'instruction count': 7892, 'allocation': true}
02:11:55.3432 [INFO] uart5: [virt:  4.59s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 112496, 'bytes in-use': 42064, 'obj-in-use': 15, 'instruction count': 7892, 'allocation': true}
02:11:55.3529 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 112496, 'bytes in-use': 42032, 'obj-in-use': 14, 'instruction count': 1580, 'allocation': false}
02:11:55.3530 [INFO] uart5: [virt:  4.59s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 112496, 'bytes in-use': 42032, 'obj-in-use': 14, 'instruction count': 1580, 'allocation': false}
02:11:55.3627 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 112496, 'bytes in-use': 37936, 'obj-in-use': 13, 'instruction count': 1494, 'allocation': false}
02:11:55.3628 [INFO] uart5: [virt:   4.6s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 112496, 'bytes in-use': 37936, 'obj-in-use': 13, 'instruction count': 1494, 'allocation': false}
02:11:55.3692 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 112512, 'bytes in-use': 37952, 'obj-in-use': 14, 'instruction count': 5337, 'allocation': true}
02:11:55.3694 [INFO] uart5: [virt:   4.6s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 112512, 'bytes in-use': 37952, 'obj-in-use': 14, 'instruction count': 5337, 'allocation': true}
02:11:55.3795 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 112512, 'bytes in-use': 37936, 'obj-in-use': 13, 'instruction count': 1618, 'allocation': false}
02:11:55.3797 [INFO] uart5: [virt:   4.6s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 112512, 'bytes in-use': 37936, 'obj-in-use': 13, 'instruction count': 1618, 'allocation': false}
02:11:55.3862 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 112512, 'bytes in-use': 37904, 'obj-in-use': 12, 'instruction count': 1623, 'allocation': false}
02:11:55.3864 [INFO] uart5: [virt:   4.6s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 112512, 'bytes in-use': 37904, 'obj-in-use': 12, 'instruction count': 1623, 'allocation': false}
02:11:55.3965 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 112512, 'bytes in-use': 33808, 'obj-in-use': 11, 'instruction count': 1482, 'allocation': false}
02:11:55.3967 [INFO] uart5: [virt:   4.6s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 112512, 'bytes in-use': 33808, 'obj-in-use': 11, 'instruction count': 1482, 'allocation': false}
02:11:55.4034 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 112512, 'bytes in-use': 33296, 'obj-in-use': 10, 'instruction count': 2763, 'allocation': false}
02:11:55.4035 [INFO] uart5: [virt:   4.6s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 112512, 'bytes in-use': 33296, 'obj-in-use': 10, 'instruction count': 2763, 'allocation': false}
02:11:55.4136 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 112512, 'bytes in-use': 33280, 'obj-in-use': 9, 'instruction count': 1496, 'allocation': false}
02:11:55.4137 [INFO] uart5: [virt:   4.6s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 112512, 'bytes in-use': 33280, 'obj-in-use': 9, 'instruction count': 1496, 'allocation': false}
02:11:55.4243 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 113024, 'bytes in-use': 33792, 'obj-in-use': 10, 'instruction count': 5673, 'allocation': true}
02:11:55.4245 [INFO] uart5: [virt:   4.6s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 113024, 'bytes in-use': 33792, 'obj-in-use': 10, 'instruction count': 5673, 'allocation': true}
02:11:55.4316 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 113024, 'bytes in-use': 33280, 'obj-in-use': 9, 'instruction count': 2751, 'allocation': false}
02:11:55.4317 [INFO] uart5: [virt:   4.6s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 113024, 'bytes in-use': 33280, 'obj-in-use': 9, 'instruction count': 2751, 'allocation': false}
02:11:55.4413 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 113024, 'bytes in-use': 32768, 'obj-in-use': 8, 'instruction count': 2763, 'allocation': false}
02:11:55.4414 [INFO] uart5: [virt:   4.6s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 113024, 'bytes in-use': 32768, 'obj-in-use': 8, 'instruction count': 2763, 'allocation': false}
02:11:55.4486 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 113024, 'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 12296, 'allocation': false}
02:11:55.4487 [INFO] uart5: [virt:   4.6s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 113024, 'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 12296, 'allocation': false}
02:11:55.4594 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 113536, 'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 5731, 'allocation': true}
02:11:55.4594 [INFO] uart5: [virt:   4.6s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 113536, 'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 5731, 'allocation': true}
02:11:55.4683 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 113536, 'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 2763, 'allocation': false}
02:11:55.4684 [INFO] uart5: [virt:   4.6s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 113536, 'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 2763, 'allocation': false}
02:11:55.4771 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 113568, 'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 5729, 'allocation': true}
02:11:55.4772 [INFO] uart5: [virt:   4.6s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 113568, 'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 5729, 'allocation': true}
02:11:55.4821 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 113568, 'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1523, 'allocation': false}
02:11:55.4822 [INFO] uart5: [virt:   4.6s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 113568, 'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1523, 'allocation': false}
